document_id,authority,original_filename,original_stem,original_extension,original_relative_path
ACM_001,ACM,ACM__kartels_10920_7487BMA.md,ACM__kartels_10920_7487BMA,.md,full_text\ACM__kartels_10920_7487BMA.md
ACM_002,ACM,ACM__kartels_10979_Besluit in zaak 7401.md,ACM__kartels_10979_Besluit in zaak 7401,.md,full_text\ACM__kartels_10979_Besluit in zaak 7401.md
ACM_003,ACM,ACM__kartels_11221_7130BLD.md,ACM__kartels_11221_7130BLD,.md,full_text\ACM__kartels_11221_7130BLD.md
ACM_004,ACM,ACM__kartels_11221_7130BLD_DeheerC.md,ACM__kartels_11221_7130BLD_DeheerC,.md,full_text\ACM__kartels_11221_7130BLD_DeheerC.md
ACM_005,ACM,ACM__kartels_11221_7130BLD_DeheerD.md,ACM__kartels_11221_7130BLD_DeheerD,.md,full_text\ACM__kartels_11221_7130BLD_DeheerD.md
ACM_006,ACM,ACM__kartels_11222_7130_7131BLD_DeheerA.md,ACM__kartels_11222_7130_7131BLD_DeheerA,.md,full_text\ACM__kartels_11222_7130_7131BLD_DeheerA.md
ACM_007,ACM,ACM__kartels_11862_beslissing-op-bezwaar-wob-verzoek-wasserijen-7597-24.md,ACM__kartels_11862_beslissing-op-bezwaar-wob-verzoek-wasserijen-7597-24,.md,full_text\ACM__kartels_11862_beslissing-op-bezwaar-wob-verzoek-wasserijen-7597-24.md
ACM_008,ACM,ACM__kartels_12554_openbare-boetebesluit-leesmappen-2013-11-07.md,ACM__kartels_12554_openbare-boetebesluit-leesmappen-2013-11-07,.md,full_text\ACM__kartels_12554_openbare-boetebesluit-leesmappen-2013-11-07.md
ACM_009,ACM,ACM__kartels_15708_beslissing-op-bezwaar-prefab-garages.md,ACM__kartels_15708_beslissing-op-bezwaar-prefab-garages,.md,full_text\ACM__kartels_15708_beslissing-op-bezwaar-prefab-garages.md
ACM_010,ACM,ACM__kartels_16518_beslissing-op-bezwaar-Samskip.md,ACM__kartels_16518_beslissing-op-bezwaar-Samskip,.md,full_text\ACM__kartels_16518_beslissing-op-bezwaar-Samskip.md
ACM_011,ACM,ACM__ontheffing_12285_104259-ontheffingbesluit-albermarle.md,ACM__ontheffing_12285_104259-ontheffingbesluit-albermarle,.md,full_text\ACM__ontheffing_12285_104259-ontheffingbesluit-albermarle.md
ACM_012,ACM,ACM__ontheffing_12464_philips-electronics-nederland-besluit-ontheffing-gas-2013-12-30.md,ACM__ontheffing_12464_philips-electronics-nederland-besluit-ontheffing-gas-2013-12-30,.md,full_text\ACM__ontheffing_12464_philips-electronics-nederland-besluit-ontheffing-gas-2013-12-30.md
ACM_013,ACM,ACM__ontheffing_12482_besluit-koninklijke-cooperatieve-bloemenveiling-floraholland-ua-ontheffing-elektriciteit-2013-12-30.md,ACM__ontheffing_12482_besluit-koninklijke-cooperatieve-bloemenveiling-floraholland-ua-ontheffing-elektriciteit-2013-12-30,.md,full_text\ACM__ontheffing_12482_besluit-koninklijke-cooperatieve-bloemenveiling-floraholland-ua-ontheffing-elektriciteit-2013-12-30.md
ACM_014,ACM,ACM__ontheffing_12487_besluit-koninklijke-cooperatieve-bloemenveiling-floraholland-ua-ontheffing-elektriciteit-2013-12-30.md,ACM__ontheffing_12487_besluit-koninklijke-cooperatieve-bloemenveiling-floraholland-ua-ontheffing-elektriciteit-2013-12-30,.md,full_text\ACM__ontheffing_12487_besluit-koninklijke-cooperatieve-bloemenveiling-floraholland-ua-ontheffing-elektriciteit-2013-12-30.md
ACM_015,ACM,ACM__ontheffing_12494_besluit-shell-nederland-chemie-ontheffing-2013-12-30.md,ACM__ontheffing_12494_besluit-shell-nederland-chemie-ontheffing-2013-12-30,.md,full_text\ACM__ontheffing_12494_besluit-shell-nederland-chemie-ontheffing-2013-12-30.md
ACM_016,ACM,ACM__ontheffing_12550_besluit-dsm-delft-gas-2014-01-21.md,ACM__ontheffing_12550_besluit-dsm-delft-gas-2014-01-21,.md,full_text\ACM__ontheffing_12550_besluit-dsm-delft-gas-2014-01-21.md
ACM_017,ACM,ACM__ontheffing_12552_besluit-vishay-zwolle-elektriciteit-2014-01-21.md,ACM__ontheffing_12552_besluit-vishay-zwolle-elektriciteit-2014-01-21,.md,full_text\ACM__ontheffing_12552_besluit-vishay-zwolle-elektriciteit-2014-01-21.md
ACM_018,ACM,ACM__ontheffing_12627_besluit-ontheffing-elektriciteit-windnet-oost-flevoland-bv.md,ACM__ontheffing_12627_besluit-ontheffing-elektriciteit-windnet-oost-flevoland-bv,.md,full_text\ACM__ontheffing_12627_besluit-ontheffing-elektriciteit-windnet-oost-flevoland-bv.md
ACM_019,ACM,ACM__ontheffing_12631_besluit-ontheffing-elektriciteit-heros-energy-bv-sluiskil.md,ACM__ontheffing_12631_besluit-ontheffing-elektriciteit-heros-energy-bv-sluiskil,.md,full_text\ACM__ontheffing_12631_besluit-ontheffing-elektriciteit-heros-energy-bv-sluiskil.md
ACM_020,ACM,ACM__ontheffing_12632_besluit-ontheffing-elektriciteit-nxp-semiconductors-netherlands-bv.md,ACM__ontheffing_12632_besluit-ontheffing-elektriciteit-nxp-semiconductors-netherlands-bv,.md,full_text\ACM__ontheffing_12632_besluit-ontheffing-elektriciteit-nxp-semiconductors-netherlands-bv.md
ACM_021,ACM,ACM__ontheffing_12701_besluit-ontheffing-stichting-katholieke-universiteit-elektriciteit-2014-03-14.md,ACM__ontheffing_12701_besluit-ontheffing-stichting-katholieke-universiteit-elektriciteit-2014-03-14,.md,full_text\ACM__ontheffing_12701_besluit-ontheffing-stichting-katholieke-universiteit-elektriciteit-2014-03-14.md
ACM_022,ACM,ACM__ontheffing_12722_besluit-ontheffing-o-i-manufacturing-netherlands-bv-gas-2014-03-18.md,ACM__ontheffing_12722_besluit-ontheffing-o-i-manufacturing-netherlands-bv-gas-2014-03-18,.md,full_text\ACM__ontheffing_12722_besluit-ontheffing-o-i-manufacturing-netherlands-bv-gas-2014-03-18.md
ACM_023,ACM,ACM__ontheffing_12723_besluit-ontheffing-o-i-manufacturing-netherlands-bv-elektriciteit-2014-03-18.md,ACM__ontheffing_12723_besluit-ontheffing-o-i-manufacturing-netherlands-bv-elektriciteit-2014-03-18,.md,full_text\ACM__ontheffing_12723_besluit-ontheffing-o-i-manufacturing-netherlands-bv-elektriciteit-2014-03-18.md
ACM_024,ACM,ACM__ontheffing_12724_besluit-ontheffing-dsm-resins-elektriciteit-2014-03-18.md,ACM__ontheffing_12724_besluit-ontheffing-dsm-resins-elektriciteit-2014-03-18,.md,full_text\ACM__ontheffing_12724_besluit-ontheffing-dsm-resins-elektriciteit-2014-03-18.md
ACM_025,ACM,ACM__ontheffing_12725_besluit-ontheffing-dsm-resins-bv-gas-2014-03-18.md,ACM__ontheffing_12725_besluit-ontheffing-dsm-resins-bv-gas-2014-03-18,.md,full_text\ACM__ontheffing_12725_besluit-ontheffing-dsm-resins-bv-gas-2014-03-18.md
ACM_026,ACM,ACM__ontheffing_12739_besluit-ontheffing-nwo-elektriciteit.md,ACM__ontheffing_12739_besluit-ontheffing-nwo-elektriciteit,.md,full_text\ACM__ontheffing_12739_besluit-ontheffing-nwo-elektriciteit.md
ACM_027,ACM,ACM__ontheffing_12847_besluit-ontheffing-tessenderlo-chemie-rotterdam-bv-gas-2014-04-17.md,ACM__ontheffing_12847_besluit-ontheffing-tessenderlo-chemie-rotterdam-bv-gas-2014-04-17,.md,full_text\ACM__ontheffing_12847_besluit-ontheffing-tessenderlo-chemie-rotterdam-bv-gas-2014-04-17.md
ACM_028,ACM,ACM__ontheffing_12929_besluit-ontheffing-ect-home-elektriciteit-2014-05-19.md,ACM__ontheffing_12929_besluit-ontheffing-ect-home-elektriciteit-2014-05-19,.md,full_text\ACM__ontheffing_12929_besluit-ontheffing-ect-home-elektriciteit-2014-05-19.md
ACM_029,ACM,ACM__ontheffing_12978_kwekerij-mostert-nieuwerkerk-bv.md,ACM__ontheffing_12978_kwekerij-mostert-nieuwerkerk-bv,.md,full_text\ACM__ontheffing_12978_kwekerij-mostert-nieuwerkerk-bv.md
ACM_030,ACM,ACM__ontheffing_13036_Besluit-ontheffing-bp-raffinaderijrotterdam-elektriciteit-2014-06-08.md,ACM__ontheffing_13036_Besluit-ontheffing-bp-raffinaderijrotterdam-elektriciteit-2014-06-08,.md,full_text\ACM__ontheffing_13036_Besluit-ontheffing-bp-raffinaderijrotterdam-elektriciteit-2014-06-08.md
ACM_031,ACM,ACM__ontheffing_14638_besluit-ontheffing-elektriciteitsnet-stichting-katholieke-universiteit-nijmegen-2015-08-24.md,ACM__ontheffing_14638_besluit-ontheffing-elektriciteitsnet-stichting-katholieke-universiteit-nijmegen-2015-08-24,.md,full_text\ACM__ontheffing_14638_besluit-ontheffing-elektriciteitsnet-stichting-katholieke-universiteit-nijmegen-2015-08-24.md
ACM_032,ACM,ACM__ontheffing_14824_herzien-besluit-vopak-terminal-europoort.md,ACM__ontheffing_14824_herzien-besluit-vopak-terminal-europoort,.md,full_text\ACM__ontheffing_14824_herzien-besluit-vopak-terminal-europoort.md
ACM_033,ACM,ACM__ontheffing_14887_besluit-ontheffing-elektriciteitsnet-dordrecht-desco-cv-2015-10-20.md,ACM__ontheffing_14887_besluit-ontheffing-elektriciteitsnet-dordrecht-desco-cv-2015-10-20,.md,full_text\ACM__ontheffing_14887_besluit-ontheffing-elektriciteitsnet-dordrecht-desco-cv-2015-10-20.md
ACM_034,ACM,ACM__ontheffing_15141_besluit-ontheffing-elektriciteitsnet-bilthoven-biologicals-2015-12-30.md,ACM__ontheffing_15141_besluit-ontheffing-elektriciteitsnet-bilthoven-biologicals-2015-12-30,.md,full_text\ACM__ontheffing_15141_besluit-ontheffing-elektriciteitsnet-bilthoven-biologicals-2015-12-30.md
ACM_035,ACM,ACM__ontheffing_15143_besluit-ontheffing-gastranspornet-de-boer-dintelmond-vastgoed-2015-12-16.md,ACM__ontheffing_15143_besluit-ontheffing-gastranspornet-de-boer-dintelmond-vastgoed-2015-12-16,.md,full_text\ACM__ontheffing_15143_besluit-ontheffing-gastranspornet-de-boer-dintelmond-vastgoed-2015-12-16.md
ACM_036,ACM,ACM__ontheffing_16068_besluit-ontheffing-gastransportnet-technische-universiteit-eindhoven-2016-06-29.md,ACM__ontheffing_16068_besluit-ontheffing-gastransportnet-technische-universiteit-eindhoven-2016-06-29,.md,full_text\ACM__ontheffing_16068_besluit-ontheffing-gastransportnet-technische-universiteit-eindhoven-2016-06-29.md
ACM_037,ACM,ACM__ontheffing_16533_ontheffingsbesluit-landgoed-zonnestraal-elektriciteitsnet-2016-10-14.md,ACM__ontheffing_16533_ontheffingsbesluit-landgoed-zonnestraal-elektriciteitsnet-2016-10-14,.md,full_text\ACM__ontheffing_16533_ontheffingsbesluit-landgoed-zonnestraal-elektriciteitsnet-2016-10-14.md
ACM_038,ACM,ACM__ontheffing_16593_ontheffingsbesluit-technische-universiteit-delft-voor-elektriciteitsnet-te-delft-2016-11-01.md,ACM__ontheffing_16593_ontheffingsbesluit-technische-universiteit-delft-voor-elektriciteitsnet-te-delft-2016-11-01,.md,full_text\ACM__ontheffing_16593_ontheffingsbesluit-technische-universiteit-delft-voor-elektriciteitsnet-te-delft-2016-11-01.md
ACM_039,ACM,ACM__ontheffing_17173_17202168 webversie.md,ACM__ontheffing_17173_17202168 webversie,.md,full_text\ACM__ontheffing_17173_17202168 webversie.md
ACM_040,ACM,ACM__ontheffing_acm-verlengt-de-ontheffing-van-attero.md,ACM__ontheffing_acm-verlengt-de-ontheffing-van-attero,.md,full_text\ACM__ontheffing_acm-verlengt-de-ontheffing-van-attero.md
ACM_041,ACM,ACM__ontheffing_besluit-ontheffingsaanvraag-liander-gelijkstroomnet-lelystad.md,ACM__ontheffing_besluit-ontheffingsaanvraag-liander-gelijkstroomnet-lelystad,.md,full_text\ACM__ontheffing_besluit-ontheffingsaanvraag-liander-gelijkstroomnet-lelystad.md
ACM_042,ACM,ACM__ontheffing_besluit-ter-goedkeuring-van-de-methode-van-huntsman.md,ACM__ontheffing_besluit-ter-goedkeuring-van-de-methode-van-huntsman,.md,full_text\ACM__ontheffing_besluit-ter-goedkeuring-van-de-methode-van-huntsman.md
ACM_043,ACM,ACM__ontheffing_ontheffing-waterschap-amstel-gooi-en-vecht-ingetrokken-2018-05-17.md,ACM__ontheffing_ontheffing-waterschap-amstel-gooi-en-vecht-ingetrokken-2018-05-17,.md,full_text\ACM__ontheffing_ontheffing-waterschap-amstel-gooi-en-vecht-ingetrokken-2018-05-17.md
ACM_044,ACM,ACM__ontheffing_ontheffingsbesluit-akzo-elektriciteitsnet-2018-05-03.md,ACM__ontheffing_ontheffingsbesluit-akzo-elektriciteitsnet-2018-05-03,.md,full_text\ACM__ontheffing_ontheffingsbesluit-akzo-elektriciteitsnet-2018-05-03.md
ACM_045,ACM,ACM__ontheffing_openbare-versie-besluit-universiteit-twente-gas.md,ACM__ontheffing_openbare-versie-besluit-universiteit-twente-gas,.md,full_text\ACM__ontheffing_openbare-versie-besluit-universiteit-twente-gas.md
ACM_046,ACM,ACM__ontheffing_openbare-versie-ontheffingsbesluit-box-properties.md,ACM__ontheffing_openbare-versie-ontheffingsbesluit-box-properties,.md,full_text\ACM__ontheffing_openbare-versie-ontheffingsbesluit-box-properties.md
ACM_047,ACM,ACM__ontheffing_schiphol-nederland-mag-eigen-gastransportnet-beheren-te-schiphol-oost-2017-10-16.md,ACM__ontheffing_schiphol-nederland-mag-eigen-gastransportnet-beheren-te-schiphol-oost-2017-10-16,.md,full_text\ACM__ontheffing_schiphol-nederland-mag-eigen-gastransportnet-beheren-te-schiphol-oost-2017-10-16.md
ACM_048,ACM,ACM__ontheffing_wijzigingsbesluit-ontheffing-voor-het-gesloten-distributiesysteem-van-medisch-centrum-leeuwarden.md,ACM__ontheffing_wijzigingsbesluit-ontheffing-voor-het-gesloten-distributiesysteem-van-medisch-centrum-leeuwarden,.md,full_text\ACM__ontheffing_wijzigingsbesluit-ontheffing-voor-het-gesloten-distributiesysteem-van-medisch-centrum-leeuwarden.md
ACM_049,ACM,ACM__sanctie_11220_Boetebesluit Overtreding Telemarketingregels GDL.md,ACM__sanctie_11220_Boetebesluit Overtreding Telemarketingregels GDL,.md,full_text\ACM__sanctie_11220_Boetebesluit Overtreding Telemarketingregels GDL.md
ACM_050,ACM,ACM__sanctie_11252_aanvullend-besluit-in-de-zaak-ryanair -2013-05-16.md,ACM__sanctie_11252_aanvullend-besluit-in-de-zaak-ryanair -2013-05-16,.md,full_text\ACM__sanctie_11252_aanvullend-besluit-in-de-zaak-ryanair -2013-05-16.md
ACM_051,ACM,ACM__sanctie_11370_Besluit-op-bezwaar-in-zaak-6678.md,ACM__sanctie_11370_Besluit-op-bezwaar-in-zaak-6678,.md,full_text\ACM__sanctie_11370_Besluit-op-bezwaar-in-zaak-6678.md
ACM_052,ACM,ACM__sanctie_12871_boetebesluit-essent-voor-negeren-bel-me-niet-register-2014-03-26.md,ACM__sanctie_12871_boetebesluit-essent-voor-negeren-bel-me-niet-register-2014-03-26,.md,full_text\ACM__sanctie_12871_boetebesluit-essent-voor-negeren-bel-me-niet-register-2014-03-26.md
ACM_053,ACM,ACM__sanctie_14213_bob-aan-de-stegge-2007-10-01.md,ACM__sanctie_14213_bob-aan-de-stegge-2007-10-01,.md,full_text\ACM__sanctie_14213_bob-aan-de-stegge-2007-10-01.md
ACM_054,ACM,ACM__sanctie_14313_beslissing-op-bezwaar-kpn-zorgplicht-2014-06-13.md,ACM__sanctie_14313_beslissing-op-bezwaar-kpn-zorgplicht-2014-06-13,.md,full_text\ACM__sanctie_14313_beslissing-op-bezwaar-kpn-zorgplicht-2014-06-13.md
ACM_055,ACM,ACM__sanctie_14519_boete-kpn-voor-sdf-backhaul.md,ACM__sanctie_14519_boete-kpn-voor-sdf-backhaul,.md,full_text\ACM__sanctie_14519_boete-kpn-voor-sdf-backhaul.md
ACM_056,ACM,ACM__sanctie_14603_boete-leidinggevende-burg-heer-d-voor-kartelafspraken-2015-06-25.md,ACM__sanctie_14603_boete-leidinggevende-burg-heer-d-voor-kartelafspraken-2015-06-25,.md,full_text\ACM__sanctie_14603_boete-leidinggevende-burg-heer-d-voor-kartelafspraken-2015-06-25.md
ACM_057,ACM,ACM__sanctie_14611_geen-boete-voor-kartelafspraken-heer-c-carl-kuhne-kg-2015-06-25.md,ACM__sanctie_14611_geen-boete-voor-kartelafspraken-heer-c-carl-kuhne-kg-2015-06-25,.md,full_text\ACM__sanctie_14611_geen-boete-voor-kartelafspraken-heer-c-carl-kuhne-kg-2015-06-25.md
ACM_058,ACM,ACM__sanctie_15606_boetebesluit-koel-en-vrieshuizen-kloosbeheer-betuwe.md,ACM__sanctie_15606_boetebesluit-koel-en-vrieshuizen-kloosbeheer-betuwe,.md,full_text\ACM__sanctie_15606_boetebesluit-koel-en-vrieshuizen-kloosbeheer-betuwe.md
ACM_059,ACM,ACM__sanctie_16151_wijziging-boete-eimskip-koel-en-vrieshuizen-20160719.md,ACM__sanctie_16151_wijziging-boete-eimskip-koel-en-vrieshuizen-20160719,.md,full_text\ACM__sanctie_16151_wijziging-boete-eimskip-koel-en-vrieshuizen-20160719.md
ACM_060,ACM,ACM__sanctie_16371_boetebesluit-webwinkel-tom-new.md,ACM__sanctie_16371_boetebesluit-webwinkel-tom-new,.md,full_text\ACM__sanctie_16371_boetebesluit-webwinkel-tom-new.md
ACM_061,ACM,ACM__sanctie_besluit-boete-reisorganisator-voetbalontour.md,ACM__sanctie_besluit-boete-reisorganisator-voetbalontour,.md,full_text\ACM__sanctie_besluit-boete-reisorganisator-voetbalontour.md
ACM_062,ACM,ACM__sanctie_openbaar-besluit-garantieplicht-499490.md,ACM__sanctie_openbaar-besluit-garantieplicht-499490,.md,full_text\ACM__sanctie_openbaar-besluit-garantieplicht-499490.md
ACM_063,ACM,ACM__vergunning_10994_Intrekkingsbesluit trianel 122-203961.md,ACM__vergunning_10994_Intrekkingsbesluit trianel 122-203961,.md,full_text\ACM__vergunning_10994_Intrekkingsbesluit trianel 122-203961.md
ACM_064,ACM,ACM__vergunning_10994_intrekkingsbesluit trianel 2.md,ACM__vergunning_10994_intrekkingsbesluit trianel 2,.md,full_text\ACM__vergunning_10994_intrekkingsbesluit trianel 2.md
ACM_065,ACM,ACM__vergunning_11108_gazprom-marketing-trading-ltd-besluit-vergunning-gas-2011-07-01.md,ACM__vergunning_11108_gazprom-marketing-trading-ltd-besluit-vergunning-gas-2011-07-01,.md,full_text\ACM__vergunning_11108_gazprom-marketing-trading-ltd-besluit-vergunning-gas-2011-07-01.md
ACM_066,ACM,ACM__vergunning_11413_innova-energie-bv-besluit-vergunning-elektriciteit-2004-12-07.md,ACM__vergunning_11413_innova-energie-bv-besluit-vergunning-elektriciteit-2004-12-07,.md,full_text\ACM__vergunning_11413_innova-energie-bv-besluit-vergunning-elektriciteit-2004-12-07.md
ACM_067,ACM,ACM__vergunning_11420_qwint-bv-vergunning-gas.md,ACM__vergunning_11420_qwint-bv-vergunning-gas,.md,full_text\ACM__vergunning_11420_qwint-bv-vergunning-gas.md
ACM_068,ACM,ACM__vergunning_11422_102575-besluit-hello-yellow-vergunning-elektriciteit.md,ACM__vergunning_11422_102575-besluit-hello-yellow-vergunning-elektriciteit,.md,full_text\ACM__vergunning_11422_102575-besluit-hello-yellow-vergunning-elektriciteit.md
ACM_069,ACM,ACM__vergunning_11424_102569-besluit-hezelaer-energy-bv-vergunning-elektriciteit.md,ACM__vergunning_11424_102569-besluit-hezelaer-energy-bv-vergunning-elektriciteit,.md,full_text\ACM__vergunning_11424_102569-besluit-hezelaer-energy-bv-vergunning-elektriciteit.md
ACM_070,ACM,ACM__vergunning_11836_102574-kas-energie-nederland-bv-vergunning-elektriciteit.md,ACM__vergunning_11836_102574-kas-energie-nederland-bv-vergunning-elektriciteit,.md,full_text\ACM__vergunning_11836_102574-kas-energie-nederland-bv-vergunning-elektriciteit.md
ACM_071,ACM,ACM__vergunning_11883_cooperatieve-duurzame-energie-unie-ua-vergunning-gas.md,ACM__vergunning_11883_cooperatieve-duurzame-energie-unie-ua-vergunning-gas,.md,full_text\ACM__vergunning_11883_cooperatieve-duurzame-energie-unie-ua-vergunning-gas.md
ACM_072,ACM,ACM__vergunning_12777_nld-energie-ua-krijgt-vergunning-van-acm-voor-leveren-gas-2014-04-01.md,ACM__vergunning_12777_nld-energie-ua-krijgt-vergunning-van-acm-voor-leveren-gas-2014-04-01,.md,full_text\ACM__vergunning_12777_nld-energie-ua-krijgt-vergunning-van-acm-voor-leveren-gas-2014-04-01.md
ACM_073,ACM,ACM__vergunning_12805_wijziging-tenaamstelling-eneco-business-bv-in-eneco-zakelijk-bv-elektriciteit-2014-04-08.md,ACM__vergunning_12805_wijziging-tenaamstelling-eneco-business-bv-in-eneco-zakelijk-bv-elektriciteit-2014-04-08,.md,full_text\ACM__vergunning_12805_wijziging-tenaamstelling-eneco-business-bv-in-eneco-zakelijk-bv-elektriciteit-2014-04-08.md
ACM_074,ACM,ACM__vergunning_14260_besluit-ennatuurlijk-vergunning-warmte-2015-05-01.md,ACM__vergunning_14260_besluit-ennatuurlijk-vergunning-warmte-2015-05-01,.md,full_text\ACM__vergunning_14260_besluit-ennatuurlijk-vergunning-warmte-2015-05-01.md
ACM_075,ACM,ACM__vergunning_14825_intrekking-leveringsvergunning-elektriciteit-mkb-energie-2015-10-09.md,ACM__vergunning_14825_intrekking-leveringsvergunning-elektriciteit-mkb-energie-2015-10-09,.md,full_text\ACM__vergunning_14825_intrekking-leveringsvergunning-elektriciteit-mkb-energie-2015-10-09.md
ACM_076,ACM,ACM__vergunning_14910_de-unie-vergunning-elektriciteit-en-gas-2015-11-10.md,ACM__vergunning_14910_de-unie-vergunning-elektriciteit-en-gas-2015-11-10,.md,full_text\ACM__vergunning_14910_de-unie-vergunning-elektriciteit-en-gas-2015-11-10.md
ACM_077,ACM,ACM__vergunning_15096_vergunning-warmte-greenspread-2014.md,ACM__vergunning_15096_vergunning-warmte-greenspread-2014,.md,full_text\ACM__vergunning_15096_vergunning-warmte-greenspread-2014.md
ACM_078,ACM,ACM__vergunning_15415_vergunning-elektriciteit-naked-energy-2016-01-11.md,ACM__vergunning_15415_vergunning-elektriciteit-naked-energy-2016-01-11,.md,full_text\ACM__vergunning_15415_vergunning-elektriciteit-naked-energy-2016-01-11.md
ACM_079,ACM,ACM__vergunning_15477_vergunning-gas-electrabel-engie-retail-2016-01-25.md,ACM__vergunning_15477_vergunning-gas-electrabel-engie-retail-2016-01-25,.md,full_text\ACM__vergunning_15477_vergunning-gas-electrabel-engie-retail-2016-01-25.md
ACM_080,ACM,ACM__vergunning_15570_vergunning-vaanster-drie-warmte-20160308.md,ACM__vergunning_15570_vergunning-vaanster-drie-warmte-20160308,.md,full_text\ACM__vergunning_15570_vergunning-vaanster-drie-warmte-20160308.md
ACM_081,ACM,ACM__vergunning_15575_vergunning-westpoort-warmte-20160308.md,ACM__vergunning_15575_vergunning-westpoort-warmte-20160308,.md,full_text\ACM__vergunning_15575_vergunning-westpoort-warmte-20160308.md
ACM_082,ACM,ACM__vergunning_15576_vergunning-cofely-energy-solutions-warmte-20160308.md,ACM__vergunning_15576_vergunning-cofely-energy-solutions-warmte-20160308,.md,full_text\ACM__vergunning_15576_vergunning-cofely-energy-solutions-warmte-20160308.md
ACM_083,ACM,ACM__vergunning_15577_vergunning-delta-energy-vijf-warmte-20160308.md,ACM__vergunning_15577_vergunning-delta-energy-vijf-warmte-20160308,.md,full_text\ACM__vergunning_15577_vergunning-delta-energy-vijf-warmte-20160308.md
ACM_084,ACM,ACM__vergunning_15905_besluit-intrekken-vergunning-twence.md,ACM__vergunning_15905_besluit-intrekken-vergunning-twence,.md,full_text\ACM__vergunning_15905_besluit-intrekken-vergunning-twence.md
ACM_085,ACM,ACM__vergunning_16103_wijziging-tenaamstelling-vergunning-cofely.md,ACM__vergunning_16103_wijziging-tenaamstelling-vergunning-cofely,.md,full_text\ACM__vergunning_16103_wijziging-tenaamstelling-vergunning-cofely.md
ACM_086,ACM,ACM__vergunning_16311_besluit-energievergunning-kas-energie-nederland.md,ACM__vergunning_16311_besluit-energievergunning-kas-energie-nederland,.md,full_text\ACM__vergunning_16311_besluit-energievergunning-kas-energie-nederland.md
ACM_087,ACM,ACM__vergunning_17052_besluit-gas-e-energy.md,ACM__vergunning_17052_besluit-gas-e-energy,.md,full_text\ACM__vergunning_17052_besluit-gas-e-energy.md
ACM_088,ACM,ACM__vergunning_17300_besluit-intrekking-vergunning-delta-voor-leveren-warmte-2017-05-12.md,ACM__vergunning_17300_besluit-intrekking-vergunning-delta-voor-leveren-warmte-2017-05-12,.md,full_text\ACM__vergunning_17300_besluit-intrekking-vergunning-delta-voor-leveren-warmte-2017-05-12.md
ACM_089,ACM,ACM__vergunning_17509_besluit-vergunning-gas-holthausen-clean-energy-bv-31-07-2017.md,ACM__vergunning_17509_besluit-vergunning-gas-holthausen-clean-energy-bv-31-07-2017,.md,full_text\ACM__vergunning_17509_besluit-vergunning-gas-holthausen-clean-energy-bv-31-07-2017.md
ACM_090,ACM,ACM__vergunning_17514_besluit-vergunning-elektriciteit--holthausen-clean-energy-bv-31-07-2017.md,ACM__vergunning_17514_besluit-vergunning-elektriciteit--holthausen-clean-energy-bv-31-07-2017,.md,full_text\ACM__vergunning_17514_besluit-vergunning-elektriciteit--holthausen-clean-energy-bv-31-07-2017.md
ACM_091,ACM,ACM__vergunning_17515_besluit-elektriciteit-e-energy-10-03-2017.md,ACM__vergunning_17515_besluit-elektriciteit-e-energy-10-03-2017,.md,full_text\ACM__vergunning_17515_besluit-elektriciteit-e-energy-10-03-2017.md
ACM_092,ACM,ACM__vergunning_besluit-intrekken-vergunning-elektriciteit-energie-der-nederlanden.md,ACM__vergunning_besluit-intrekken-vergunning-elektriciteit-energie-der-nederlanden,.md,full_text\ACM__vergunning_besluit-intrekken-vergunning-elektriciteit-energie-der-nederlanden.md
ACM_093,ACM,ACM__vergunning_besluit-ventum-mag-elektriciteit-leveren-aan-kleinverbruikers.md,ACM__vergunning_besluit-ventum-mag-elektriciteit-leveren-aan-kleinverbruikers,.md,full_text\ACM__vergunning_besluit-ventum-mag-elektriciteit-leveren-aan-kleinverbruikers.md
ACM_094,ACM,ACM__vergunning_besluit-vergunningaanvraag-elektriciteit-e-bascuul-buiten-behandeling-gesteld.md,ACM__vergunning_besluit-vergunningaanvraag-elektriciteit-e-bascuul-buiten-behandeling-gesteld,.md,full_text\ACM__vergunning_besluit-vergunningaanvraag-elektriciteit-e-bascuul-buiten-behandeling-gesteld.md
ACM_095,ACM,ACM__vergunning_besluit-vergunningaanvraag-gas-e-bascuul-buiten-behandeling-gesteld.md,ACM__vergunning_besluit-vergunningaanvraag-gas-e-bascuul-buiten-behandeling-gesteld,.md,full_text\ACM__vergunning_besluit-vergunningaanvraag-gas-e-bascuul-buiten-behandeling-gesteld.md
ACM_096,ACM,ACM__vergunning_vergunning-elektriciteit-greenspread-komt-op-naam-van-neosmart.md,ACM__vergunning_vergunning-elektriciteit-greenspread-komt-op-naam-van-neosmart,.md,full_text\ACM__vergunning_vergunning-elektriciteit-greenspread-komt-op-naam-van-neosmart.md
ACM_097,ACM,ACM__vergunning_vergunning-elektriciteit-kernion-komt-op-naam-van-newenergy.md,ACM__vergunning_vergunning-elektriciteit-kernion-komt-op-naam-van-newenergy,.md,full_text\ACM__vergunning_vergunning-elektriciteit-kernion-komt-op-naam-van-newenergy.md
